action,month,day,hour,count,sum,avg,std,step
PAYMENT,1,5,1,88,963830,10952.613636363636,24620.530762849317,97
TRANSFER,1,5,1,128,2090305,16330.5078125,48032.55138400032,97
CASH_IN,1,5,2,1,8050,8050.0,0.0,98
CASH_OUT,1,5,2,4,17100,4275.0,2176.1969886325396,98
PAYMENT,1,5,2,73,1514200,20742.465753424658,43674.264885399745,98
TRANSFER,1,5,2,96,780150,8126.5625,13929.706505248716,98
PAYMENT,1,5,3,33,239250,7250.0,10586.11088880142,99
TRANSFER,1,5,3,71,579025,8155.281690140845,14861.700510452167,99
CASH_IN,1,5,4,2,700,350.0,219.20310216782974,100
CASH_OUT,1,5,4,2,1555,777.5,385.3731957466684,100
PAYMENT,1,5,4,30,324160,10805.333333333334,21241.04943074942,100
TRANSFER,1,5,4,39,526920,13510.76923076923,26608.966522447143,100
CASH_IN,1,5,5,2,26550,13275.0,17288.76080001109,101
CASH_OUT,1,5,5,4,31055,7763.75,11261.361207687107,101
PAYMENT,1,5,5,155,5465015,35258.16129032258,96817.26188228473,101
TRANSFER,1,5,5,1475,73539480,49857.274576271186,94885.08317729189,101
CASH_IN,1,5,6,1,6050,6050.0,0.0,102
CASH_OUT,1,5,6,2,36050,18025.0,17642.31419060436,102
PAYMENT,1,5,6,156,14650360,93912.56410256411,321328.5668356819,102
TRANSFER,1,5,6,1243,58666030,47197.127916331454,155178.68847519424,102
CASH_IN,1,5,7,3,31500,10500.0,0.0,103
CASH_OUT,1,5,7,3,56350,18783.333333333332,11577.600499815726,103
PAYMENT,1,5,7,222,11091695,49962.59009009009,216771.24549293827,103
TRANSFER,1,5,7,376,14656930,38981.19680851064,167820.27490949092,103
CASH_IN,1,5,8,2,20515,10257.5,14485.082412606425,104
CASH_OUT,1,5,8,4,37950,9487.5,10676.873371919328,104
PAYMENT,1,5,8,229,21674910,94650.26200873363,433993.12519584404,104
TRANSFER,1,5,8,240,5930580,24710.75,54389.52866796925,104
CASH_IN,1,5,9,3,14955,4985.0,5267.9146728093465,105
CASH_OUT,1,5,9,12,502100,41841.666666666664,44672.44846116174,105
DEBIT,1,5,9,10,1929665,192966.5,179773.27681230416,105
PAYMENT,1,5,9,352,54260230,154148.38068181818,606581.1721279635,105
TRANSFER,1,5,9,768,36691515,47775.41015625,247556.10507644594,105
CASH_IN,1,5,10,16,185850,11615.625,6314.314920612264,106
CASH_OUT,1,5,10,5,43650,8730.0,6328.961210182916,106
DEBIT,1,5,10,12,2155700,179641.66666666666,315390.68689292,106
PAYMENT,1,5,10,312,38399345,123074.82371794872,548825.6763937165,106
TRANSFER,1,5,10,1057,55296730,52314.78713339641,244430.29281750933,106
CASH_IN,1,5,11,5,52105,10421.0,12423.504135307398,107
CASH_OUT,1,5,11,3,24245,8081.666666666667,10855.609533017174,107
DEBIT,1,5,11,18,3955000,219722.22222222222,242323.6303583812,107
PAYMENT,1,5,11,406,59971935,147714.12561576354,647738.6357694215,107
TRANSFER,1,5,11,1194,51308830,42972.21943048576,178668.04247714253,107
CASH_IN,1,5,12,5,50450,10090.0,10558.018279961443,108
CASH_OUT,1,5,12,9,123950,13772.222222222223,11592.484394832905,108
DEBIT,1,5,12,13,5853505,450269.6153846154,1102780.1159653675,108
PAYMENT,1,5,12,316,27939175,88415.11075949368,456002.0336418074,108
TRANSFER,1,5,12,761,24252630,31869.421813403416,62064.02240826974,108
CASH_IN,1,5,13,5,168455,33691.0,56838.455556075765,109
CASH_OUT,1,5,13,6,132950,22158.333333333332,45519.40703333762,109
DEBIT,1,5,13,10,2349500,234950.0,358778.0728466493,109
PAYMENT,1,5,13,363,50288020,138534.49035812673,622364.7812403912,109
TRANSFER,1,5,13,1050,41889600,39894.857142857145,98327.89848281254,109
CASH_IN,1,5,14,4,11200,2800.0,2217.355782608345,110
CASH_OUT,1,5,14,7,206500,29500.0,24559.807952560757,110
DEBIT,1,5,14,21,1087000,51761.90476190476,102091.38419176455,110
PAYMENT,1,5,14,398,48169140,121027.98994974875,568488.2545968645,110
TRANSFER,1,5,14,920,50749375,55162.364130434784,278697.07861638383,110
CASH_IN,1,5,15,5,19805,3961.0,5377.730004379171,111
CASH_OUT,1,5,15,7,194350,27764.285714285714,47899.17983192853,111
DEBIT,1,5,15,14,2484150,177439.2857142857,455826.82447924797,111
PAYMENT,1,5,15,344,18837195,54759.28779069767,229567.41050736464,111
TRANSFER,1,5,15,936,42077110,44954.17735042735,186470.6842709535,111
CASH_IN,1,5,16,6,40455,6742.5,9479.796279456643,112
CASH_OUT,1,5,16,9,258900,28766.666666666668,36054.50734651633,112
PAYMENT,1,5,16,305,21320425,69903.03278688525,480893.57958535204,112
TRANSFER,1,5,16,476,15932360,33471.34453781512,215230.1757905242,112
CASH_IN,1,5,17,2,23550,11775.0,12339.013331705255,113
CASH_OUT,1,5,17,5,68500,13700.0,20105.28537474661,113
PAYMENT,1,5,17,300,6882640,22942.133333333335,97358.83133840926,113
TRANSFER,1,5,17,465,10687230,22983.290322580644,79911.2467898224,113
CASH_IN,1,5,18,1,2550,2550.0,0.0,114
CASH_OUT,1,5,18,7,47900,6842.857142857143,4414.222144711018,114
PAYMENT,1,5,18,290,5193920,17910.068965517243,58551.06850291119,114
TRANSFER,1,5,18,435,6339720,14574.068965517241,28764.575403643885,114
CASH_IN,1,5,19,3,4150,1383.3333333333333,351.1884584284246,115
CASH_OUT,1,5,19,7,54920,7845.714285714285,10287.47313830897,115
PAYMENT,1,5,19,235,2730200,11617.872340425532,28584.286523403192,115
TRANSFER,1,5,19,376,5349335,14226.954787234043,28763.887666689818,115
CASH_IN,1,5,20,11,37035,3366.818181818182,2797.813675646819,116
CASH_OUT,1,5,20,5,78350,15670.0,19801.02901366492,116
PAYMENT,1,5,20,248,3248595,13099.173387096775,23094.78381574791,116
TRANSFER,1,5,20,408,6022080,14760.0,52003.7612595006,116
CASH_IN,1,5,21,6,22300,3716.6666666666665,2160.2468994692867,117
CASH_OUT,1,5,21,5,28350,5670.0,5425.011520725095,117
PAYMENT,1,5,21,177,5669340,32030.169491525423,157458.6317541581,117
TRANSFER,1,5,21,371,5750225,15499.258760107818,87448.13532651348,117
CASH_IN,1,5,22,6,23750,3958.3333333333335,4344.009284827401,118
CASH_OUT,1,5,22,9,56405,6267.222222222223,10434.686180927745,118
PAYMENT,1,5,22,224,2482395,11082.120535714286,21854.0893924626,118
TRANSFER,1,5,22,338,4502410,13320.739644970414,26227.352313795505,118
CASH_IN,1,5,23,8,66310,8288.75,12344.426373874163,119
CASH_OUT,1,5,23,7,203955,29136.428571428572,35321.85639636901,119
PAYMENT,1,5,23,197,2490860,12643.959390862945,25757.83508812248,119
TRANSFER,1,5,23,240,3750345,15626.4375,38481.85836655187,119
CASH_IN,1,6,0,8,88750,11093.75,12419.984975261214,120
CASH_OUT,1,6,0,8,92200,11525.0,12358.137862500622,120
PAYMENT,1,6,0,138,2279885,16520.905797101448,33438.319800908794,120
TRANSFER,1,6,0,210,3818790,18184.714285714286,71802.96856436243,120
CASH_IN,1,6,1,1,1050,1050.0,0.0,121
CASH_OUT,1,6,1,7,26250,3750.0,3578.1745811703113,121
PAYMENT,1,6,1,75,708840,9451.2,18755.037698737935,121
TRANSFER,1,6,1,158,1933835,12239.462025316456,44585.535983951755,121
CASH_IN,1,6,2,5,16750,3350.0,1987.4606914351791,122
CASH_OUT,1,6,2,2,6300,3150.0,2545.584412271571,122
PAYMENT,1,6,2,41,1072140,26149.756097560974,79276.15184397527,122
TRANSFER,1,6,2,105,1083980,10323.619047619048,21929.44978850488,122
CASH_IN,1,6,3,5,23000,4600.0,3604.8578335351867,123
CASH_OUT,1,6,3,2,26450,13225.0,4631.549416771886,123
PAYMENT,1,6,3,37,755385,20415.81081081081,51201.43702564402,123
TRANSFER,1,6,3,76,710710,9351.447368421053,25567.466630020135,123
CASH_IN,1,6,4,4,9200,2300.0,1258.3057392117917,124
CASH_OUT,1,6,4,2,2100,1050.0,0.0,124
PAYMENT,1,6,4,30,182395,6079.833333333333,11035.76720168947,124
TRANSFER,1,6,4,61,471200,7724.5901639344265,12799.063093806319,124
CASH_IN,1,6,5,2,2200,1100.0,70.71067811865476,125
CASH_OUT,1,6,5,1,505,505.0,0.0,125
PAYMENT,1,6,5,36,299790,8327.5,15108.713734606454,125
TRANSFER,1,6,5,125,3138760,25110.08,59125.95991508843,125
CASH_IN,1,6,6,1,1050,1050.0,0.0,126
CASH_OUT,1,6,6,3,20700,6900.0,7468.098820985164,126
PAYMENT,1,6,6,31,1238745,39959.51612903226,187919.5171492078,126
TRANSFER,1,6,6,53,776805,14656.698113207547,32616.62204458671,126
CASH_IN,1,6,7,5,13250,2650.0,1673.3200530681513,127
CASH_OUT,1,6,7,2,32450,16225.0,20187.898602875932,127
PAYMENT,1,6,7,47,372305,7921.382978723404,9658.220406231996,127
TRANSFER,1,6,7,87,1224785,14077.988505747126,51611.593261477974,127
CASH_IN,1,6,8,4,12360,3090.0,3140.3529525622857,128
CASH_OUT,1,6,8,2,11800,5900.0,1343.5028842544402,128
PAYMENT,1,6,8,61,1193910,19572.29508196721,35596.90640319945,128
TRANSFER,1,6,8,112,1232825,11007.36607142857,19335.060298293825,128
CASH_IN,1,6,9,1,3350,3350.0,0.0,129
CASH_OUT,1,6,9,1,305,305.0,0.0,129
PAYMENT,1,6,9,79,836360,10586.835443037975,15176.430891378215,129
TRANSFER,1,6,9,141,2379550,16876.241134751774,31779.1054398283,129
CASH_IN,1,6,10,1,5050,5050.0,0.0,130
CASH_OUT,1,6,10,3,4000,1333.3333333333333,1575.3121383818934,130
PAYMENT,1,6,10,91,1238105,13605.54945054945,31495.081401268468,130
TRANSFER,1,6,10,186,2456065,13204.650537634408,31159.599332354905,130
CASH_IN,1,6,11,7,35755,5107.857142857143,6977.715634517537,131
CASH_OUT,1,6,11,4,40765,10191.25,7860.74463711931,131
PAYMENT,1,6,11,133,1061950,7984.586466165413,12958.105703619613,131
TRANSFER,1,6,11,167,4614225,27630.08982035928,133936.51844674945,131
CASH_IN,1,6,12,3,32050,10683.333333333334,9726.29597191723,132
CASH_OUT,1,6,12,2,5400,2700.0,1202.0815280171307,132
PAYMENT,1,6,12,144,1752440,12169.722222222223,20547.9714835828,132
TRANSFER,1,6,12,195,2192755,11244.897435897436,20683.304232121583,132
CASH_IN,1,6,13,3,9150,3050.0,2645.7513110645905,133
CASH_OUT,1,6,13,2,12550,6275.0,5975.052301026327,133
PAYMENT,1,6,13,148,2905945,19634.763513513513,128050.04942176513,133
TRANSFER,1,6,13,220,3068885,13949.477272727272,38521.02780525198,133
CASH_IN,1,6,14,6,27250,4541.666666666667,6849.847930185507,134
CASH_OUT,1,6,14,2,6400,3200.0,2616.295090390226,134
PAYMENT,1,6,14,128,993660,7762.96875,11192.762028462297,134
TRANSFER,1,6,14,217,4711200,21710.599078341013,96471.38161138677,134
CASH_IN,1,6,15,2,6300,3150.0,2262.741699796952,135
CASH_OUT,1,6,15,3,116050,38683.333333333336,48360.63309483586,135
PAYMENT,1,6,15,164,1822125,11110.518292682927,29490.054362866416,135
TRANSFER,1,6,15,184,3025105,16440.78804347826,42056.9798376455,135
CASH_IN,1,6,16,4,22500,5625.0,2485.1223980587624,136
CASH_OUT,1,6,16,6,32350,5391.666666666667,6591.844708931383,136
PAYMENT,1,6,16,157,2305090,14682.101910828025,46405.48435180313,136
TRANSFER,1,6,16,188,4111150,21867.81914893617,116119.87850027655,136
CASH_IN,1,6,17,5,28700,5740.0,6738.360334680834,137
CASH_OUT,1,6,17,8,191350,23918.75,36527.6405860783,137
PAYMENT,1,6,17,162,1530295,9446.265432098766,19240.944642036888,137
TRANSFER,1,6,17,232,2452660,10571.810344827587,22930.329929836334,137
CASH_IN,1,6,18,2,2100,1050.0,0.0,138
CASH_OUT,1,6,18,5,40800,8160.0,12650.612633386574,138
PAYMENT,1,6,18,147,1822150,12395.578231292517,38139.77041309187,138
TRANSFER,1,6,18,213,4602490,21607.93427230047,87983.87575908442,138
CASH_IN,1,6,19,4,9555,2388.75,2512.503316747396,139
CASH_OUT,1,6,19,4,21400,5350.0,1174.7340124470732,139
PAYMENT,1,6,19,140,1424700,10176.42857142857,17763.10466987252,139
TRANSFER,1,6,19,224,1766190,7884.776785714285,13234.083161475139,139
CASH_IN,1,6,20,13,29050,2234.6153846153848,1950.147923383486,140
CASH_OUT,1,6,20,3,67550,22516.666666666668,26136.197759684426,140
PAYMENT,1,6,20,130,2320685,17851.423076923078,77620.03874778222,140
TRANSFER,1,6,20,220,2115705,9616.84090909091,19087.711833972295,140
CASH_IN,1,6,21,4,13200,3300.0,1258.3057392117917,141
CASH_OUT,1,6,21,4,38900,9725.0,8477.863331445411,141
PAYMENT,1,6,21,142,1077130,7585.422535211268,12121.397929424653,141
TRANSFER,1,6,21,216,2852580,13206.388888888889,44113.47689624983,141
CASH_IN,1,6,22,5,13950,2790.0,2426.5201420964963,142
CASH_OUT,1,6,22,6,75165,12527.5,15181.256123918074,142
PAYMENT,1,6,22,164,1557815,9498.871951219513,18801.033292369957,142
TRANSFER,1,6,22,229,2392455,10447.40174672489,21987.64069492495,142
CASH_IN,1,6,23,2,1055,527.5,738.9265863399422,143
CASH_OUT,1,6,23,4,16600,4150.0,1051.9822558706335,143
PAYMENT,1,6,23,145,2098910,14475.241379310344,63704.78384305171,143
TRANSFER,1,6,23,179,1919885,10725.614525139665,32914.374761073195,143
CASH_IN,1,7,0,1,1550,1550.0,0.0,144
CASH_OUT,1,7,0,1,24500,24500.0,0.0,144
PAYMENT,1,7,0,78,1597135,20476.089743589742,60602.11853186558,144
TRANSFER,1,7,0,170,2069515,12173.617647058823,27755.73855587228,144
CASH_IN,1,7,1,2,6355,3177.5,4486.592526628644,145
CASH_OUT,1,7,1,1,8050,8050.0,0.0,145
PAYMENT,1,7,1,68,568780,8364.411764705883,16128.695585527239,145
TRANSFER,1,7,1,121,1294595,10699.13223140496,33268.49070866259,145
CASH_IN,1,7,2,3,62050,20683.333333333332,17002.96542763448,146
CASH_OUT,1,7,2,3,32600,10866.666666666666,17002.96542763448,146
PAYMENT,1,7,2,43,496305,11541.976744186046,17442.47706372274,146
TRANSFER,1,7,2,77,840585,10916.688311688311,23185.371275678244,146
CASH_IN,1,7,3,7,47700,6814.285714285715,8428.36057040525,147
CASH_OUT,1,7,3,1,4050,4050.0,0.0,147
PAYMENT,1,7,3,29,197725,6818.103448275862,8450.453116950202,147
TRANSFER,1,7,3,59,358990,6084.576271186441,8459.232626409035,147
CASH_IN,1,7,4,1,2050,2050.0,0.0,148
PAYMENT,1,7,4,25,354630,14185.2,32430.77028713112,148
TRANSFER,1,7,4,45,199500,4433.333333333333,4441.0835082525455,148
PAYMENT,1,7,5,18,85945,4774.722222222223,8074.133621747294,149
TRANSFER,1,7,5,94,2562220,27257.659574468085,48608.93992016729,149
CASH_OUT,1,7,6,2,5100,2550.0,2121.3203435596424,150
PAYMENT,1,7,6,32,516395,16137.34375,28744.504719819084,150
TRANSFER,1,7,6,56,971200,17342.85714285714,68896.22516943437,150
CASH_IN,1,7,7,2,13100,6550.0,2121.3203435596424,151
CASH_OUT,1,7,7,1,495,495.0,0.0,151
PAYMENT,1,7,7,32,210180,6568.125,11367.767161669679,151
TRANSFER,1,7,7,57,625865,10980.087719298246,28004.790015842882,151
CASH_OUT,1,7,8,1,30500,30500.0,0.0,152
PAYMENT,1,7,8,50,328275,6565.5,9581.903609706907,152
TRANSFER,1,7,8,74,817475,11046.95945945946,20104.437539487542,152
CASH_IN,1,7,9,2,33550,16775.0,19410.08114357073,153
CASH_OUT,1,7,9,5,95305,19061.0,23465.604722657372,153
PAYMENT,1,7,9,67,540180,8062.388059701492,11115.77780366544,153
TRANSFER,1,7,9,103,902310,8760.291262135923,13959.838996789875,153
CASH_IN,1,7,10,2,11600,5800.0,3181.9805153394636,154
CASH_OUT,1,7,10,3,10250,3416.6666666666665,1184.6237095944573,154
PAYMENT,1,7,10,99,948160,9577.373737373737,20769.641470373885,154
TRANSFER,1,7,10,157,1799335,11460.732484076432,46171.65781990325,154
CASH_IN,1,7,11,3,23555,7851.666666666667,7749.403740503739,155
CASH_OUT,1,7,11,4,52800,13200.0,11019.75498820187,155
PAYMENT,1,7,11,111,1128990,10171.081081081082,22755.9973454093,155
TRANSFER,1,7,11,167,2502895,14987.395209580838,46440.97845081835,155
CASH_IN,1,7,12,1,20500,20500.0,0.0,156
CASH_OUT,1,7,12,1,1550,1550.0,0.0,156
PAYMENT,1,7,12,108,768260,7113.518518518518,10341.10347831345,156
TRANSFER,1,7,12,155,1786050,11522.90322580645,28315.140452666135,156
CASH_IN,1,7,13,3,21100,7033.333333333333,4071.3429397845293,157
CASH_OUT,1,7,13,4,49550,12387.5,12085.209624440391,157
PAYMENT,1,7,13,111,6633650,59762.61261261261,475537.9137708861,157
TRANSFER,1,7,13,131,2263925,17281.870229007633,92187.73281135844,157
CASH_IN,1,7,14,5,45600,9120.0,4764.005667502926,158
CASH_OUT,1,7,14,3,35050,11683.333333333334,8288.596584062549,158
PAYMENT,1,7,14,118,1275800,10811.864406779661,16307.86331485481,158
TRANSFER,1,7,14,178,1726360,9698.651685393259,16751.404870067745,158
CASH_IN,1,7,15,2,12950,6475.0,5692.209588551707,159
CASH_OUT,1,7,15,3,7150,2383.3333333333335,1892.9694486000913,159
PAYMENT,1,7,15,107,1246980,11654.018691588784,23564.353760112386,159
TRANSFER,1,7,15,167,1733095,10377.814371257486,27385.26791834089,159
CASH_IN,1,7,16,2,5100,2550.0,2121.3203435596424,160
CASH_OUT,1,7,16,6,12225,2037.5,2084.691224138481,160
PAYMENT,1,7,16,125,1073955,8591.64,14841.268636757004,160
TRANSFER,1,7,16,175,3046790,17410.22857142857,82072.74586451068,160
CASH_IN,1,7,17,4,5205,1301.25,955.2519301210546,161
CASH_OUT,1,7,17,3,24050,8016.666666666667,4301.259505462712,161
PAYMENT,1,7,17,120,2891585,24096.541666666668,177801.66410682976,161
TRANSFER,1,7,17,186,1697215,9124.81182795699,22506.407516276875,161
CASH_IN,1,7,18,4,30580,7645.0,13256.433029539532,162
CASH_OUT,1,7,18,2,10100,5050.0,0.0,162
PAYMENT,1,7,18,131,1370600,10462.595419847328,28696.196728373565,162
TRANSFER,1,7,18,175,2076470,11865.542857142857,38621.32226090432,162
CASH_IN,1,7,19,4,16650,4162.5,4455.404022083743,163
CASH_OUT,1,7,19,4,21450,5362.5,6830.1262799453425,163
PAYMENT,1,7,19,152,3502560,23043.157894736843,166233.05037401678,163
TRANSFER,1,7,19,236,3803865,16118.072033898305,107934.34658413292,163
CASH_IN,1,7,20,5,12850,2570.0,1389.9640283115243,164
CASH_OUT,1,7,20,5,40600,8120.0,6131.537327620211,164
PAYMENT,1,7,20,157,1877835,11960.732484076432,21927.650724301293,164
TRANSFER,1,7,20,231,5671565,24552.22943722944,246695.67139958215,164
CASH_IN,1,7,21,5,19260,3852.0,4391.597943801322,165
CASH_OUT,1,7,21,7,106300,15185.714285714286,9338.750553728369,165
PAYMENT,1,7,21,154,1442385,9366.136363636364,25160.93795675425,165
TRANSFER,1,7,21,199,1794895,9019.572864321608,20001.233963031027,165
CASH_IN,1,7,22,5,27155,5431.0,8479.883843544085,166
CASH_OUT,1,7,22,3,32600,10866.666666666666,17002.96542763448,166
PAYMENT,1,7,22,149,1224680,8219.328859060402,31654.107113953807,166
TRANSFER,1,7,22,200,3257420,16287.1,51835.56297354086,166
CASH_IN,1,7,23,6,28610,4768.333333333333,6580.8515153182625,167
CASH_OUT,1,7,23,8,57705,7213.125,9003.742451058893,167
PAYMENT,1,7,23,117,1493920,12768.547008547008,24658.832876251297,167
TRANSFER,1,7,23,188,1695295,9017.52659574468,15836.91764709239,167
CASH_IN,1,8,0,3,33600,11200.0,16721.767251101184,168
CASH_OUT,1,8,0,2,81000,40500.0,14142.13562373095,168
PAYMENT,1,8,0,105,8000850,76198.57142857143,494610.8124647844,168
TRANSFER,1,8,0,180,2106130,11700.722222222223,23650.32788889019,168
CASH_IN,1,8,1,5,21300,4260.0,4187.541044574967,169
CASH_OUT,1,8,1,1,2050,2050.0,0.0,169
PAYMENT,1,8,1,73,8262130,113179.86301369863,613873.9516099854,169
TRANSFER,1,8,1,109,823770,7557.522935779816,12191.362524190161,169
CASH_IN,1,8,2,3,3150,1050.0,0.0,170
CASH_OUT,1,8,2,3,1515,505.0,480.0,170
PAYMENT,1,8,2,54,1321190,24466.48148148148,56979.04664220319,170
TRANSFER,1,8,2,72,444470,6173.194444444444,9439.377527279215,170
CASH_IN,1,8,3,1,6150,6150.0,0.0,171
CASH_OUT,1,8,3,1,10500,10500.0,0.0,171
PAYMENT,1,8,3,39,458650,11760.25641025641,17391.439021780603,171
TRANSFER,1,8,3,69,338310,4903.04347826087,9732.213649154426,171
CASH_IN,1,8,4,1,7050,7050.0,0.0,172
CASH_OUT,1,8,4,1,2050,2050.0,0.0,172
PAYMENT,1,8,4,22,122630,5574.090909090909,10063.211126763574,172
TRANSFER,1,8,4,57,382990,6719.122807017544,9594.741031773185,172
CASH_IN,1,8,5,3,20150,6716.666666666667,577.3502691896259,173
CASH_OUT,1,8,5,1,975,975.0,0.0,173
PAYMENT,1,8,5,171,21324570,124705.08771929824,552137.6509428322,173
TRANSFER,1,8,5,211,12673910,60065.92417061611,347145.1015998023,173
CASH_IN,1,8,6,3,8650,2883.3333333333335,2753.785273643051,174
CASH_OUT,1,8,6,1,30500,30500.0,0.0,174
PAYMENT,1,8,6,52,1645995,31653.75,73430.24163212294,174
TRANSFER,1,8,6,52,957755,18418.365384615383,59927.6709771557,174
CASH_IN,1,8,7,10,114100,11410.0,5657.089946842517,175
CASH_OUT,1,8,7,4,13200,3300.0,1258.3057392117917,175
PAYMENT,1,8,7,79,6638665,84033.73417721518,563544.488613325,175
TRANSFER,1,8,7,68,804555,11831.691176470587,22020.261135042052,175
CASH_IN,1,8,8,9,32015,3557.222222222222,6572.4135174564635,176
CASH_OUT,1,8,8,7,67235,9605.0,8399.955853058595,176
PAYMENT,1,8,8,105,8053675,76701.66666666667,491613.76317649137,176
TRANSFER,1,8,8,146,3858015,26424.760273972603,73483.81894918042,176
CASH_IN,1,8,9,8,92200,11525.0,8188.144740154163,177
CASH_OUT,1,8,9,7,31350,4478.571428571428,5677.8184735906825,177
DEBIT,1,8,9,3,521000,173666.66666666666,278283.2789323378,177
PAYMENT,1,8,9,233,20919385,89782.76824034334,455665.676471444,177
TRANSFER,1,8,9,283,9951855,35165.565371024735,133120.7368279463,177
CASH_IN,1,8,10,4,30455,7613.75,7930.5478740963,178
CASH_OUT,1,8,10,2,38000,19000.0,9192.388155425118,178
DEBIT,1,8,10,10,1399500,139950.0,172517.54339132522,178
PAYMENT,1,8,10,245,31956595,130435.08163265306,523679.2649522959,178
TRANSFER,1,8,10,317,9532180,30069.968454258677,104924.91713562002,178
CASH_IN,1,8,11,1,325,325.0,0.0,179
CASH_OUT,1,8,11,7,159050,22721.428571428572,13561.952205307598,179
DEBIT,1,8,11,4,938000,234500.0,216335.7729703219,179
PAYMENT,1,8,11,270,52441155,194226.5,790521.1929413846,179
TRANSFER,1,8,11,360,14865695,41293.59722222222,273186.19759354106,179
CASH_IN,1,8,12,4,29100,7275.0,4066.2226533561425,180
CASH_OUT,1,8,12,7,47550,6792.857142857143,7415.435959954781,180
DEBIT,1,8,12,4,971750,242937.5,244913.11171855757,180
PAYMENT,1,8,12,281,13199385,46972.90035587188,216125.7816966052,180
TRANSFER,1,8,12,332,7655395,23058.418674698794,116627.08573493367,180
CASH_IN,1,8,13,8,813200,101650.0,180786.34983237615,181
CASH_OUT,1,8,13,2,12605,6302.5,8764.588552807256,181
DEBIT,1,8,13,7,1062050,151721.42857142858,189190.86891536912,181
PAYMENT,1,8,13,258,20664905,80096.53100775194,404032.82131539646,181
TRANSFER,1,8,13,336,11742660,34948.392857142855,179558.66722375312,181
CASH_IN,1,8,14,8,29950,3743.75,3015.7251556276997,182
CASH_OUT,1,8,14,5,107600,21520.0,18449.95257446479,182
DEBIT,1,8,14,11,2635255,239568.63636363635,383571.5155879729,182
PAYMENT,1,8,14,316,26947565,85277.10443037975,445482.84039895673,182
TRANSFER,1,8,14,447,14555920,32563.579418344518,119798.55372640901,182
CASH_IN,1,8,15,7,32355,4622.142857142857,7978.346663074404,183
CASH_OUT,1,8,15,6,238850,39808.333333333336,90750.55050338079,183
DEBIT,1,8,15,5,294550,58910.0,62882.65261580494,183
PAYMENT,1,8,15,282,18091860,64155.53191489362,310045.3537097621,183
TRANSFER,1,8,15,437,15053980,34448.46681922197,122280.81464064866,183
CASH_IN,1,8,16,1,5,5.0,0.0,184
CASH_OUT,1,8,16,6,46785,7797.5,9314.834271204185,184
PAYMENT,1,8,16,236,5075855,21507.860169491527,64402.74755254262,184
TRANSFER,1,8,16,338,9091465,26897.825443786984,98341.02011681758,184
CASH_IN,1,8,17,7,119350,17050.0,13009.291551297736,185
CASH_OUT,1,8,17,8,87925,10990.625,11015.7187812624,185
PAYMENT,1,8,17,219,4575895,20894.497716894977,81394.98830723882,185
TRANSFER,1,8,17,326,5700945,17487.561349693253,57474.81552113528,185
